threshold,precision,recall,f1,accuracy
0.0,0.5873015873015873,1.0,0.74,0.5873015873015873
0.05555555555555555,0.7449392712550608,0.9945945945945946,0.851851851851852,0.7968253968253968
0.1111111111111111,0.782051282051282,0.9891891891891892,0.8735083532219571,0.8317460317460318
0.16666666666666666,0.8061674008810573,0.9891891891891892,0.888349514563107,0.8539682539682539
0.2222222222222222,0.8310502283105022,0.9837837837837838,0.900990099009901,0.873015873015873
0.2777777777777778,0.8425925925925926,0.9837837837837838,0.9077306733167081,0.8825396825396825
0.3333333333333333,0.8544600938967136,0.9837837837837838,0.9145728643216081,0.8920634920634921
0.38888888888888884,0.8544600938967136,0.9837837837837838,0.9145728643216081,0.8920634920634921
0.4444444444444444,0.8605769230769231,0.9675675675675676,0.910941475826972,0.8888888888888888
0.5,0.8689320388349514,0.9675675675675676,0.9156010230179027,0.8952380952380953
0.5555555555555556,0.8725490196078431,0.9621621621621622,0.9151670951156813,0.8952380952380953
0.611111111111111,0.88,0.9513513513513514,0.9142857142857144,0.8952380952380953
0.6666666666666666,0.882051282051282,0.9297297297297298,0.9052631578947369,0.8857142857142857
0.7222222222222222,0.898936170212766,0.9135135135135135,0.906166219839142,0.8888888888888888
0.7777777777777777,0.9,0.8756756756756757,0.8876712328767123,0.8698412698412699
0.8333333333333333,0.9341317365269461,0.8432432432432433,0.8863636363636365,0.873015873015873
0.8888888888888888,0.9607843137254902,0.7945945945945946,0.8698224852071006,0.8603174603174604
0.9444444444444444,0.9784172661870504,0.7351351351351352,0.8395061728395062,0.834920634920635
1.0,0.0,0.0,0.0,0.4126984126984127
