Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
581,Dylan Windler\windldy01,SF,25,CLE,37,0,9.3,0.9,2.1,.429,0.6,1.5,.389,0.3,0.6,.522,.565,0.2,0.2,.778,0.4,1.3,1.7,0.7,0.2,0.1,0.4,1.0,2.5
582,Justise Winslow\winslju01,SF,25,TOT,44,7,15.7,2.2,4.9,.451,0.3,1.2,.245,1.9,3.7,.519,.481,0.8,1.3,.614,0.9,3.1,4.1,1.7,0.7,0.5,1.0,1.4,5.5
582,Justise Winslow\winslju01,SF,25,LAC,37,1,12.9,1.7,3.8,.447,0.1,0.8,.172,1.6,3.0,.518,.465,0.7,1.1,.610,0.8,2.8,3.6,1.4,0.6,0.5,1.0,1.2,4.2
582,Justise Winslow\winslju01,SF,25,POR,7,6,30.0,4.9,10.6,.459,1.1,3.4,.333,3.7,7.1,.520,.514,1.4,2.3,.625,1.6,5.0,6.6,3.1,1.4,0.7,1.1,2.3,12.3
583,Cassius Winston\winstca01,PG,23,WAS,5,0,5.4,0.6,1.2,.500,0.4,1.0,.400,0.2,0.2,1.000,.667,0.4,0.4,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.4,2.0
584,Christian Wood\woodch01,C,26,HOU,57,56,30.9,6.5,13.2,.487,1.8,4.9,.374,4.6,8.4,.553,.556,2.8,4.7,.595,1.8,8.4,10.1,2.2,0.7,0.9,1.8,2.5,17.5
585,Robert Woodard II\woodaro01,SF,22,SAC,12,0,3.5,0.2,1.3,.125,0.1,0.3,.250,0.1,1.0,.083,.156,0.2,0.2,1.000,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,0.6
586,Delon Wright\wrighde01,SG,29,ATL,56,5,18.1,1.6,3.5,.444,0.6,1.4,.383,1.0,2.1,.487,.523,0.7,0.8,.844,0.6,2.2,2.9,2.4,1.0,0.2,0.7,0.8,4.4
587,McKinley Wright IV\wrighmc01,PG,23,MIN,3,0,3.0,0.7,1.0,.667,0.3,0.7,.500,0.3,0.3,1.000,.833,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,1.7
588,Moses Wright\wrighmo01,PF,23,LAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
589,Thaddeus Young\youngth01,PF,33,TOT,32,1,15.1,3.0,5.3,.562,0.2,0.4,.429,2.8,4.8,.574,.580,0.4,1.0,.394,1.5,2.1,3.6,2.2,0.9,0.3,1.2,1.6,6.5
589,Thaddeus Young\youngth01,PF,33,SAS,26,1,14.2,2.8,4.9,.578,0.0,0.2,.000,2.8,4.7,.602,.578,0.4,0.8,.455,1.5,2.0,3.6,2.3,0.9,0.3,1.2,1.5,6.1
589,Thaddeus Young\youngth01,PF,33,TOR,6,0,19.0,3.5,6.8,.512,1.0,1.5,.667,2.5,5.3,.469,.585,0.5,1.8,.273,1.5,2.2,3.7,1.7,1.0,0.3,1.2,2.2,8.5
590,Trae Young\youngtr01,PG,23,ATL,56,56,34.6,9.4,20.6,.458,2.9,7.6,.376,6.5,12.9,.506,.528,6.2,6.9,.894,0.6,3.2,3.8,9.3,1.0,0.1,4.1,1.6,27.9
591,Omer Yurtseven\yurtsom01,C,23,MIA,44,10,13.9,2.6,4.9,.540,0.0,0.2,.143,2.6,4.7,.553,.542,0.8,1.3,.636,1.7,4.1,5.8,1.0,0.3,0.4,0.8,1.7,6.1
592,Cody Zeller\zelleco01,C,29,POR,27,0,13.1,1.9,3.3,.567,0.0,0.1,.000,1.9,3.2,.593,.567,1.4,1.8,.776,1.9,2.8,4.6,0.8,0.3,0.2,0.7,2.1,5.2
593,Ivica Zubac\zubaciv01,C,24,LAC,58,58,24.3,3.8,5.9,.651,0.0,0.0,,3.8,5.9,.651,.651,2.3,3.2,.717,2.7,5.5,8.2,1.4,0.5,1.0,1.5,2.5,9.9
